"Version (0 = Fixed Task)","Task","Concept","Input Planning Assistance:","Advertising:","Proximity to data points:","Mobile App Availability:","Price"
157,10,1,2,2,4,2,2
157,10,2,2,3,1,2,1
157,10,3,1,4,3,1,3
157,11,1,2,2,2,1,3
157,11,2,1,1,4,2,5
157,11,3,2,4,3,2,2
157,12,1,2,3,2,2,5
157,12,2,1,1,4,1,4
157,12,3,1,2,1,1,2
158,1,1,2,3,4,1,4
158,1,2,2,4,1,2,3
158,1,3,1,2,2,2,1
158,2,1,2,4,1,2,4
158,2,2,1,1,3,1,1
158,2,3,1,2,4,1,3
158,3,1,2,1,2,1,5
158,3,2,2,4,4,1,1
158,3,3,1,3,3,2,2
158,4,1,1,2,3,2,5
158,4,2,2,3,1,1,3
158,4,3,1,1,2,2,2
158,5,1,1,4,2,1,4
158,5,2,2,2,3,1,5
158,5,3,2,1,4,2,1
158,6,1,2,1,2,1,2
158,6,2,1,2,4,2,3
158,6,3,1,3,1,2,4
158,7,1,2,2,2,2,3
158,7,2,1,3,1,1,1
158,7,3,2,4,3,2,4
158,8,1,1,4,4,1,2
158,8,2,1,3,3,1,3
158,8,3,2,1,1,2,5
158,9,1,2,1,3,1,4
158,9,2,1,4,2,2,1
158,9,3,2,3,4,2,2
158,10,1,2,4,3,2,2
158,10,2,1,1,4,1,3
158,10,3,1,2,1,1,5
158,11,1,1,2,1,2,4
158,11,2,2,3,2,1,5
158,11,3,1,1,3,2,1
158,12,1,2,3,1,1,2
158,12,2,1,4,4,2,5
158,12,3,2,2,2,1,1
159,1,1,1,4,1,1,2
159,1,2,1,3,2,2,3
159,1,3,2,2,4,1,4
159,2,1,1,3,2,1,4
159,2,2,2,1,3,2,3
159,2,3,2,2,1,2,1
159,3,1,1,1,3,2,4
159,3,2,1,2,2,2,2
159,3,3,2,4,4,1,5
159,4,1,1,3,4,2,1
159,4,2,2,4,3,1,5
159,4,3,2,1,1,1,3
159,5,1,2,3,4,2,5
159,5,2,1,1,1,1,2
159,5,3,1,2,3,1,1
159,6,1,2,2,4,2,2
159,6,2,2,4,2,2,3
159,6,3,1,3,3,1,4
159,7,1,1,1,1,2,5
159,7,2,2,2,3,2,4
159,7,3,2,4,2,1,1
159,8,1,1,1,2,1,2
159,8,2,2,3,1,2,4
159,8,3,1,4,4,1,3
159,9,1,1,3,3,2,5
159,9,2,2,1,4,1,1
159,9,3,1,4,1,2,3
159,10,1,1,1,4,2,4
159,10,2,2,2,2,1,3
159,10,3,2,3,3,1,2
159,11,1,1,2,1,1,5
159,11,2,2,4,2,2,1
159,11,3,2,1,4,1,4
159,12,1,1,4,2,2,2
159,12,2,2,2,3,1,3
159,12,3,1,3,1,2,1
160,1,1,2,1,1,2,2
160,1,2,1,3,2,1,5
160,1,3,1,2,4,1,1
160,2,1,2,4,3,2,5
160,2,2,2,3,4,2,3
160,2,3,1,1,2,1,4
160,3,1,2,1,2,2,5
160,3,2,2,4,1,1,4
160,3,3,1,2,3,2,2
160,4,1,1,4,3,1,3
160,4,2,2,2,1,2,1
160,4,3,1,3,4,1,5
160,5,1,1,4,4,2,4
160,5,2,2,1,1,1,2
160,5,3,2,3,3,1,1
160,6,1,1,2,2,2,3
160,6,2,2,4,4,1,2
160,6,3,1,1,3,2,1
160,7,1,1,4,3,1,5
160,7,2,2,2,2,1,4
160,7,3,1,3,1,2,3
160,8,1,2,2,4,2,5
160,8,2,1,1,1,1,1
160,8,3,2,3,2,2,4
160,9,1,1,4,2,1,2
160,9,2,2,1,3,2,3
160,9,3,2,2,1,1,5
160,10,1,1,2,3,2,4
160,10,2,1,3,4,2,2
160,10,3,2,1,1,1,3
160,11,1,1,4,4,2,3
160,11,2,1,2,3,1,2
160,11,3,2,3,2,1,1
160,12,1,2,3,4,2,1
160,12,2,2,4,1,2,4
160,12,3,1,1,2,1,5
161,1,1,1,4,1,2,1
161,1,2,2,1,2,2,2
161,1,3,2,3,3,1,3
161,2,1,1,3,1,1,3
161,2,2,2,1,3,2,5
161,2,3,1,2,4,1,4
161,3,1,2,4,4,1,2
161,3,2,2,3,3,1,4
161,3,3,1,2,2,2,5
161,4,1,2,2,2,1,3
161,4,2,1,1,4,2,1
161,4,3,1,4,1,2,4
161,5,1,1,1,4,1,5
161,5,2,1,4,2,1,1
161,5,3,2,2,1,2,2
161,6,1,1,1,1,1,4
161,6,2,2,2,4,2,1
161,6,3,2,3,3,2,5
161,7,1,2,2,1,1,1
161,7,2,1,3,2,2,2
161,7,3,2,4,3,1,3
161,8,1,2,3,2,1,4
161,8,2,1,1,3,2,3
161,8,3,1,4,4,2,5
161,9,1,1,3,1,1,5
161,9,2,2,1,2,2,4
161,9,3,1,2,3,1,2
161,10,1,2,4,4,2,2
161,10,2,1,3,3,1,1
161,10,3,2,2,1,2,3
161,11,1,1,2,3,2,4
161,11,2,2,1,4,1,3
161,11,3,1,4,2,2,1
161,12,1,2,1,4,1,4
161,12,2,2,4,1,1,5
161,12,3,1,3,2,2,2
162,1,1,2,4,3,2,5
162,1,2,1,1,1,1,2
162,1,3,1,2,4,1,3
162,2,1,1,4,3,1,4
162,2,2,2,1,1,2,2
162,2,3,2,3,2,2,1
162,3,1,2,2,2,1,5
162,3,2,2,1,3,2,1
162,3,3,1,3,4,2,3
162,4,1,2,3,1,2,4
162,4,2,1,2,4,1,1
162,4,3,1,4,2,1,3
162,5,1,1,2,1,2,5
162,5,2,2,3,4,1,2
162,5,3,1,1,2,2,3
162,6,1,2,1,2,1,5
162,6,2,2,4,3,1,1
162,6,3,1,2,4,2,4
162,7,1,2,2,2,1,4
162,7,2,1,3,1,1,1
162,7,3,2,4,3,2,2
162,8,1,2,4,1,1,3
162,8,2,1,3,4,2,5
162,8,3,1,1,3,2,2
162,9,1,2,2,4,2,3
162,9,2,1,1,3,1,1
162,9,3,1,4,1,2,4
162,10,1,1,2,3,2,5
162,10,2,2,3,2,1,2
162,10,3,2,1,4,1,4
162,11,1,1,3,1,1,3
162,11,2,1,2,3,1,2
162,11,3,2,4,2,2,1
162,12,1,1,4,2,1,4
162,12,2,2,1,4,2,3
162,12,3,2,3,1,2,5
163,1,1,2,2,1,2,2
163,1,2,2,4,4,1,5
163,1,3,1,1,2,2,1
163,2,1,2,2,2,2,4
163,2,2,1,3,3,1,3
163,2,3,1,1,1,1,5
163,3,1,1,1,2,2,3
163,3,2,1,4,4,1,2
163,3,3,2,3,3,2,1
163,4,1,2,2,4,1,1
163,4,2,2,3,3,1,4
163,4,3,1,4,1,2,2
163,5,1,1,3,4,2,5
163,5,2,2,1,1,1,1
163,5,3,2,4,3,2,3
163,6,1,1,1,4,1,2
163,6,2,1,2,2,1,5
163,6,3,2,4,1,2,4
163,7,1,1,4,1,1,1
163,7,2,2,2,3,1,2
163,7,3,1,3,2,2,4
163,8,1,1,3,2,1,3
163,8,2,2,2,4,2,1
163,8,3,2,1,3,2,5
163,9,1,1,2,1,2,3
163,9,2,2,4,2,1,5
163,9,3,2,3,4,1,2
163,10,1,1,4,2,2,2
163,10,2,2,2,1,1,3
163,10,3,1,1,3,2,4
163,11,1,2,3,3,2,5
163,11,2,1,2,2,2,1
163,11,3,1,1,4,1,4
163,12,1,1,4,4,2,1
163,12,2,2,1,1,1,4
163,12,3,2,3,3,1,3
164,1,1,2,3,4,2,3
164,1,2,2,1,2,2,2
164,1,3,1,2,3,1,5
164,2,1,2,2,4,2,4
164,2,2,1,4,1,1,5
164,2,3,1,1,3,1,1
164,3,1,1,3,1,2,2
164,3,2,1,2,3,1,4
164,3,3,2,4,2,1,3
164,4,1,2,4,2,2,2
164,4,2,2,1,1,2,5
164,4,3,1,3,4,1,1
164,5,1,2,3,1,1,1
164,5,2,2,2,2,1,2
164,5,3,1,4,3,2,3
164,6,1,1,2,1,2,3
164,6,2,1,1,4,2,5
164,6,3,2,4,3,1,4
164,7,1,1,3,2,1,5
164,7,2,1,2,3,2,2
164,7,3,2,1,4,2,1
164,8,1,2,4,4,1,4
164,8,2,1,1,2,2,3
164,8,3,2,3,1,1,2
164,9,1,2,2,2,1,5
164,9,2,1,3,1,2,4
164,9,3,2,4,3,2,1
164,10,1,2,3,2,2,4
164,10,2,1,1,4,1,2
164,10,3,1,2,1,1,1
164,11,1,2,2,1,2,1
164,11,2,1,4,4,2,5
164,11,3,2,1,3,1,3
164,12,1,1,1,2,1,4
164,12,2,2,3,3,2,2
164,12,3,1,4,4,1,3
165,1,1,1,3,3,1,1
165,1,2,2,1,1,2,5
165,1,3,2,2,4,1,2
165,2,1,2,1,1,1,3
165,2,2,1,3,4,2,5
165,2,3,1,4,2,2,4
165,3,1,1,2,3,2,3
165,3,2,2,4,2,1,5
165,3,3,2,3,4,2,4
165,4,1,1,2,3,1,4
165,4,2,1,4,1,1,2
165,4,3,2,1,2,2,1
165,5,1,2,2,4,2,3
165,5,2,1,1,3,2,2
165,5,3,1,3,2,1,1
165,6,1,1,3,2,2,3
165,6,2,2,4,1,1,5
165,6,3,2,1,4,1,4
165,7,1,2,3,4,1,5
165,7,2,1,2,1,1,2
165,7,3,2,4,3,2,1
165,8,1,1,4,1,2,4
165,8,2,2,2,2,1,1
165,8,3,1,1,3,2,5
165,9,1,1,4,4,1,3
165,9,2,2,3,1,2,2
165,9,3,2,2,2,2,5
165,10,1,1,2,4,1,1
165,10,2,2,4,1,2,3
165,10,3,1,1,3,1,2
165,11,1,1,1,2,2,1
165,11,2,2,2,4,2,2
165,11,3,2,3,3,1,4
165,12,1,2,4,3,2,4
165,12,2,1,1,1,1,5
165,12,3,1,3,2,1,3
166,1,1,1,2,1,2,4
166,1,2,2,1,2,1,3
166,1,3,2,4,3,1,2
166,2,1,1,3,4,2,1
166,2,2,1,4,2,2,2
166,2,3,2,2,3,1,5
166,3,1,1,3,4,1,4
166,3,2,2,1,1,2,3
166,3,3,1,2,3,2,5
166,4,1,2,1,1,1,1
166,4,2,2,3,2,1,2
166,4,3,1,4,4,2,5
166,5,1,2,3,3,2,3
166,5,2,1,4,1,1,1
166,5,3,1,2,2,1,4
166,6,1,1,3,3,1,3
166,6,2,2,1,4,2,4
166,6,3,2,2,2,2,5
166,7,1,2,3,2,2,5
166,7,2,2,4,4,1,1
166,7,3,1,1,1,2,2
166,8,1,2,4,3,2,1
166,8,2,1,2,1,1,3
166,8,3,1,1,4,1,2
166,9,1,1,3,1,2,4
166,9,2,2,1,3,1,5
166,9,3,2,2,4,2,3
166,10,1,2,3,1,2,1
166,10,2,1,4,2,1,4
166,10,3,1,2,3,1,2
166,11,1,2,4,4,1,3
166,11,2,2,2,1,1,4
166,11,3,1,1,2,2,1
166,12,1,2,1,2,1,2
166,12,2,1,4,4,2,5
166,12,3,1,3,3,2,4
167,1,1,1,3,1,1,5
167,1,2,2,2,4,2,2
167,1,3,1,1,3,2,3
167,2,1,2,1,3,1,4
167,2,2,1,3,4,2,2
167,2,3,2,4,2,1,1
167,3,1,1,2,2,2,1
167,3,2,1,1,4,1,3
167,3,3,2,4,1,1,5
167,4,1,2,4,1,2,2
167,4,2,1,3,3,1,1
167,4,3,2,2,2,2,3
167,5,1,2,1,1,2,1
167,5,2,1,4,2,2,4
167,5,3,2,3,4,1,5
167,6,1,2,1,4,2,4
167,6,2,1,2,3,1,5
167,6,3,1,4,2,1,2
167,7,1,1,1,4,1,1
167,7,2,1,2,1,2,3
167,7,3,2,3,3,1,2
167,8,1,1,2,1,1,4
167,8,2,2,3,2,2,5
167,8,3,2,4,3,2,3
167,9,1,2,3,2,1,3
167,9,2,1,4,3,2,5
167,9,3,2,2,4,1,4
167,10,1,2,2,3,1,1
167,10,2,1,1,1,2,2
167,10,3,1,3,4,2,3
167,11,1,2,4,1,2,4
167,11,2,1,1,2,1,5
167,11,3,2,2,4,2,2
167,12,1,1,4,2,1,3
167,12,2,2,1,3,2,4
167,12,3,1,3,1,1,1
168,1,1,1,2,3,2,1
168,1,2,1,4,4,1,2
168,1,3,2,1,1,1,5
168,2,1,1,4,3,1,4
168,2,2,2,2,4,2,1
168,2,3,2,3,2,2,2
168,3,1,2,1,2,1,3
168,3,2,2,4,3,1,2
168,3,3,1,3,1,2,5
168,4,1,1,2,4,2,5
168,4,2,2,3,1,1,3
168,4,3,1,1,2,2,4
168,5,1,2,4,3,2,1
168,5,2,1,2,2,1,5
168,5,3,2,3,4,1,4
168,6,1,1,4,4,2,3
168,6,2,1,1,1,2,2
168,6,3,2,2,2,1,1
168,7,1,2,1,1,1,5
168,7,2,1,3,3,2,2
168,7,3,1,4,4,1,1
168,8,1,2,1,3,2,3
168,8,2,2,3,2,2,5
168,8,3,1,2,1,1,4
168,9,1,1,1,3,1,3
168,9,2,2,4,1,2,1
168,9,3,2,2,2,1,2
168,10,1,2,2,1,1,3
168,10,2,1,3,4,2,4
168,10,3,1,1,2,2,1
168,11,1,2,2,2,2,4
168,11,2,2,4,4,1,5
168,11,3,1,3,3,2,2
168,12,1,2,1,4,2,2
168,12,2,1,3,1,1,1
168,12,3,1,4,3,1,5
169,1,1,1,1,4,1,1
169,1,2,1,2,1,2,3
169,1,3,2,3,3,1,4
169,2,1,2,4,2,2,3
169,2,2,2,1,3,2,5
169,2,3,1,2,4,1,2
169,3,1,2,3,1,1,2
169,3,2,1,4,2,2,4
169,3,3,1,2,3,2,5
169,4,1,2,3,2,1,3
169,4,2,1,4,1,2,1
169,4,3,2,1,4,1,4
169,5,1,1,1,2,1,2
169,5,2,2,3,4,2,1
169,5,3,2,4,1,2,4
169,6,1,1,3,2,1,4
169,6,2,1,2,3,1,3
169,6,3,2,1,4,2,5
169,7,1,1,3,4,2,3
169,7,2,2,2,3,2,1
169,7,3,1,4,1,1,5
169,8,1,2,4,3,1,2
169,8,2,1,2,2,2,5
169,8,3,2,1,1,1,1
169,9,1,1,1,4,1,3
169,9,2,2,2,1,2,2
169,9,3,1,3,3,2,4
169,10,1,2,3,4,1,5
169,10,2,2,4,2,1,1
169,10,3,1,1,1,2,4
169,11,1,1,3,1,1,1
169,11,2,1,4,2,2,2
169,11,3,2,2,3,1,3
169,12,1,2,2,3,2,4
169,12,2,2,4,4,2,3
169,12,3,1,1,2,1,2
170,1,1,1,2,4,1,5
170,1,2,2,3,1,2,2
170,1,3,1,1,3,2,1
170,2,1,2,1,3,1,5
170,2,2,2,4,2,1,4
170,2,3,1,3,1,2,3
170,3,1,2,2,2,2,1
170,3,2,1,4,4,1,4
170,3,3,2,1,1,2,5
170,4,1,2,3,2,2,3
170,4,2,1,4,3,1,2
170,4,3,1,2,4,1,1
170,5,1,1,4,2,2,5
170,5,2,2,1,4,2,2
170,5,3,2,2,1,1,4
170,6,1,1,1,2,1,4
170,6,2,2,4,4,2,2
170,6,3,1,3,3,1,3
170,7,1,1,2,1,2,3
170,7,2,2,3,3,1,1
170,7,3,1,1,2,2,5
170,8,1,1,3,4,2,1
170,8,2,2,2,3,1,5
170,8,3,2,4,1,1,3
170,9,1,1,4,3,2,4
170,9,2,2,3,2,1,2
170,9,3,2,1,4,1,3
170,10,1,2,3,4,1,4
170,10,2,1,1,3,2,1
170,10,3,1,2,1,2,2
170,11,1,2,2,2,2,4
170,11,2,1,4,1,1,5
170,11,3,2,1,3,2,3
170,12,1,2,4,4,2,5
170,12,2,1,3,1,1,1
170,12,3,1,2,2,1,2
171,1,1,1,3,3,2,5
171,1,2,1,2,4,1,3
171,1,3,2,1,1,1,4
171,2,1,1,1,3,1,2
171,2,2,2,4,2,2,1
171,2,3,2,3,1,2,5
171,3,1,1,2,4,2,4
171,3,2,2,3,3,2,2
171,3,3,2,4,2,1,1
171,4,1,1,4,1,1,3
171,4,2,2,2,4,2,1
171,4,3,1,1,2,1,5
171,5,1,1,4,3,2,4
171,5,2,1,1,2,2,3
171,5,3,2,2,1,1,2
171,6,1,2,3,4,1,5
171,6,2,1,4,1,2,2
171,6,3,2,1,3,1,4
171,7,1,1,3,2,1,1
171,7,2,2,2,4,2,3
171,7,3,2,1,1,2,4
171,8,1,1,2,3,1,1
171,8,2,2,3,2,2,3
171,8,3,1,4,4,1,2
171,9,1,1,3,4,2,4
171,9,2,2,1,1,2,1
171,9,3,2,4,3,1,5
171,10,1,1,1,4,1,2
171,10,2,2,4,3,2,3
171,10,3,1,2,2,1,5
171,11,1,2,4,4,1,1
171,11,2,1,3,1,2,5
171,11,3,2,2,2,1,4
171,12,1,2,1,1,1,3
171,12,2,1,2,3,2,2
171,12,3,1,3,2,2,1
172,1,1,1,4,1,2,3
172,1,2,2,2,2,2,5
172,1,3,2,3,3,1,2
172,2,1,1,1,4,1,4
172,2,2,1,3,3,1,3
172,2,3,2,4,2,2,2
172,3,1,1,1,4,2,5
172,3,2,2,2,1,1,4
172,3,3,1,4,3,2,1
172,4,1,1,2,4,2,2
172,4,2,2,1,2,1,3
172,4,3,2,3,1,1,5
172,5,1,2,1,3,2,1
172,5,2,1,4,1,1,4
172,5,3,2,3,4,2,2
172,6,1,1,2,2,1,3
172,6,2,2,4,4,2,5
172,6,3,1,1,1,1,1
172,7,1,2,2,3,1,1
172,7,2,1,4,4,1,3
172,7,3,1,3,2,2,4
172,8,1,2,2,1,2,2
172,8,2,1,3,3,1,5
172,8,3,2,1,2,2,4
172,9,1,2,4,3,1,4
172,9,2,1,2,1,2,5
172,9,3,2,3,2,1,2
172,10,1,1,1,4,2,3
172,10,2,2,3,1,1,1
172,10,3,1,2,3,2,4
172,11,1,2,2,3,1,5
172,11,2,1,1,2,1,2
172,11,3,2,4,4,2,1
172,12,1,1,4,2,2,1
172,12,2,1,3,1,2,3
172,12,3,2,1,4,1,5
173,1,1,1,4,1,1,2
173,1,2,1,3,4,1,4
173,1,3,2,1,3,2,3
173,2,1,2,3,1,2,4
173,2,2,1,1,3,1,1
173,2,3,2,2,2,2,3
173,3,1,1,2,4,2,2
173,3,2,2,4,2,1,5
173,3,3,2,1,3,2,4
173,4,1,1,3,2,1,3
173,4,2,2,4,1,2,2
173,4,3,1,2,4,1,1
173,5,1,2,3,3,1,2
173,5,2,1,1,2,2,5
173,5,3,2,4,4,1,3
173,6,1,2,1,4,1,1
173,6,2,1,4,3,2,4
173,6,3,1,2,1,2,5
173,7,1,2,2,1,1,4
173,7,2,1,3,2,2,1
173,7,3,1,4,3,1,5
173,8,1,2,3,4,2,5
173,8,2,1,2,1,1,3
173,8,3,2,1,2,2,2
173,9,1,1,4,2,1,4
173,9,2,1,1,1,1,2
173,9,3,2,2,3,2,1
173,10,1,2,4,3,2,2
173,10,2,1,1,1,1,1
173,10,3,2,3,4,2,3
173,11,1,1,3,2,2,5
173,11,2,2,2,4,1,4
173,11,3,1,1,3,2,3
173,12,1,2,4,1,1,5
173,12,2,1,3,4,2,4
173,12,3,2,2,2,1,3
174,1,1,1,3,3,1,2
174,1,2,1,4,4,2,3
174,1,3,2,1,1,2,1
174,2,1,1,1,1,2,4
174,2,2,2,2,2,1,2
174,2,3,2,3,4,1,1
174,3,1,1,1,4,1,2
174,3,2,1,2,3,2,5
174,3,3,2,4,2,1,3
174,4,1,2,4,3,2,5
174,4,2,2,3,1,2,4
174,4,3,1,2,2,1,1
174,5,1,1,4,1,2,1
174,5,2,2,1,2,2,2
174,5,3,1,3,3,1,4
174,6,1,2,1,3,1,4
174,6,2,1,4,2,2,3
174,6,3,2,2,4,1,5
174,7,1,2,3,1,1,3
174,7,2,1,1,2,1,5
174,7,3,1,2,4,2,2
174,8,1,2,3,1,2,2
174,8,2,2,2,3,2,1
174,8,3,1,4,4,1,4
174,9,1,1,3,3,1,3
174,9,2,2,1,4,2,5
174,9,3,2,4,2,1,1
174,10,1,2,3,2,1,4
174,10,2,1,4,4,2,1
174,10,3,1,2,1,2,3
174,11,1,1,1,1,1,5
174,11,2,1,3,2,2,1
174,11,3,2,2,3,2,2
174,12,1,1,2,4,2,4
174,12,2,2,1,3,1,2
174,12,3,2,4,1,1,3
175,1,1,2,1,2,2,4
175,1,2,1,3,3,1,5
175,1,3,1,4,1,1,2
175,2,1,1,1,3,1,3
175,2,2,2,2,4,2,5
175,2,3,2,3,1,2,1
175,3,1,1,4,2,2,2
175,3,2,2,1,3,2,3
175,3,3,2,2,4,1,1
175,4,1,1,4,4,1,2
175,4,2,2,3,2,2,5
175,4,3,1,2,1,1,4
175,5,1,2,4,1,1,5
175,5,2,1,2,2,2,3
175,5,3,2,3,4,1,4
175,6,1,2,2,2,1,4
175,6,2,1,3,1,2,5
175,6,3,1,1,3,2,1
175,7,1,2,4,3,2,3
175,7,2,1,1,4,1,1
175,7,3,1,3,2,1,2
175,8,1,2,1,4,2,3
175,8,2,2,4,1,2,4
175,8,3,1,2,3,1,5
175,9,1,1,1,2,2,4
175,9,2,1,3,3,2,2
175,9,3,2,2,1,1,1
175,10,1,1,2,1,2,3
175,10,2,2,3,3,1,1
175,10,3,2,4,4,1,5
175,11,1,1,4,2,1,1
175,11,2,2,1,4,2,2
175,11,3,2,2,3,1,3
175,12,1,2,1,1,1,2
175,12,2,1,4,4,2,4
175,12,3,1,3,2,2,5
176,1,1,1,3,4,1,3
176,1,2,2,4,3,2,1
176,1,3,2,2,2,2,2
176,2,1,2,4,3,2,4
176,2,2,1,2,4,1,2
176,2,3,1,1,1,1,5
176,3,1,1,3,1,2,1
176,3,2,2,1,2,1,3
176,3,3,1,4,3,1,4
176,4,1,2,2,1,2,4
176,4,2,1,1,2,1,1
176,4,3,2,3,4,2,5
176,5,1,1,4,1,2,2
176,5,2,1,2,3,2,5
176,5,3,2,3,4,1,3
176,6,1,2,1,2,1,5
176,6,2,1,2,4,2,1
176,6,3,2,3,3,1,2
176,7,1,1,4,2,1,4
176,7,2,1,2,3,1,5
176,7,3,2,1,1,2,3
176,8,1,2,3,1,2,2
176,8,2,2,4,2,2,1
176,8,3,1,1,4,1,4
176,9,1,1,1,3,2,3
176,9,2,2,4,4,1,5
176,9,3,2,2,1,1,1
176,10,1,1,1,4,2,2
176,10,2,1,3,2,2,4
176,10,3,2,4,1,1,3
176,11,1,2,2,2,2,4
176,11,2,1,4,1,2,5
176,11,3,1,3,3,1,1
176,12,1,1,3,4,2,3
176,12,2,2,2,2,1,2
176,12,3,2,1,3,1,4
177,1,1,1,4,3,2,2
177,1,2,1,2,1,1,3
177,1,3,2,1,4,2,1
177,2,1,1,1,1,2,4
177,2,2,2,4,4,1,2
177,2,3,2,3,2,1,5
177,3,1,2,2,3,2,5
177,3,2,1,3,2,1,3
177,3,3,1,1,1,1,1
177,4,1,2,3,3,2,4
177,4,2,1,2,4,1,2
177,4,3,2,4,2,2,3
177,5,1,1,1,2,2,5
177,5,2,1,4,3,1,3
177,5,3,2,3,1,1,1
177,6,1,2,1,2,2,2
177,6,2,2,2,4,2,1
177,6,3,1,3,1,1,4
177,7,1,2,4,4,1,5
177,7,2,1,2,3,2,1
177,7,3,2,1,1,2,3
177,8,1,2,3,4,2,4
177,8,2,1,2,2,1,2
177,8,3,1,4,3,1,5
177,9,1,1,4,2,2,1
177,9,2,2,3,3,1,2
177,9,3,1,1,4,2,5
177,10,1,1,3,4,2,3
177,10,2,2,1,2,1,1
177,10,3,2,2,1,1,4
177,11,1,2,2,3,1,3
177,11,2,1,1,4,1,4
177,11,3,1,4,1,2,2
177,12,1,2,3,1,2,5
177,12,2,2,4,3,2,1
177,12,3,1,2,2,1,4
178,1,1,1,2,2,2,5
178,1,2,2,4,4,1,3
178,1,3,1,1,3,1,2
178,2,1,2,1,3,2,4
178,2,2,2,3,1,2,2
178,2,3,1,4,4,1,1
178,3,1,2,3,2,1,5
178,3,2,1,4,3,2,4
178,3,3,1,2,1,2,3
178,4,1,2,2,2,1,3
178,4,2,2,1,1,1,5
178,4,3,1,3,4,2,1
178,5,1,2,4,2,2,2
178,5,2,1,3,1,1,1
178,5,3,2,2,4,2,5
178,6,1,1,1,3,1,2
178,6,2,1,3,4,1,3
178,6,3,2,4,2,2,4
178,7,1,1,2,1,1,4
178,7,2,2,1,3,2,3
178,7,3,2,4,4,1,1
178,8,1,1,2,2,2,3
178,8,2,1,1,1,2,5
178,8,3,2,3,3,1,2
178,9,1,2,1,2,1,1
178,9,2,2,2,4,2,2
178,9,3,1,4,1,1,5
178,10,1,1,3,3,2,4
178,10,2,2,4,1,1,3
178,10,3,1,1,2,2,2
178,11,1,1,3,4,1,4
178,11,2,1,4,2,1,5
178,11,3,2,2,3,2,1
178,12,1,2,1,4,2,5
178,12,2,1,2,3,1,2
178,12,3,2,3,1,2,4
179,1,1,2,1,1,1,1
179,1,2,1,3,2,2,3
179,1,3,2,2,4,1,4
179,2,1,2,3,2,1,5
179,2,2,1,4,3,2,1
179,2,3,1,2,1,2,2
179,3,1,2,4,3,2,5
179,3,2,1,1,4,1,3
179,3,3,1,2,2,2,1
179,4,1,1,1,4,2,4
179,4,2,2,4,1,1,2
179,4,3,2,3,3,1,3
179,5,1,1,2,3,1,5
179,5,2,2,4,4,2,3
179,5,3,2,1,2,1,4
179,6,1,1,4,2,2,3
179,6,2,1,3,1,2,2
179,6,3,2,2,4,1,1
179,7,1,1,4,4,1,2
179,7,2,1,3,3,1,1
179,7,3,2,1,1,2,5
179,8,1,2,3,2,2,2
179,8,2,2,2,3,2,4
179,8,3,1,1,1,1,3
179,9,1,1,3,4,2,5
179,9,2,2,1,3,2,1
179,9,3,2,4,1,1,4
179,10,1,1,2,2,1,4
179,10,2,2,3,4,2,2
179,10,3,1,1,3,1,5
179,11,1,2,1,4,1,2
179,11,2,2,2,2,1,3
179,11,3,1,4,1,2,1
179,12,1,1,4,3,2,4
179,12,2,1,2,1,2,3
179,12,3,2,3,2,1,1
180,1,1,2,2,4,2,5
180,1,2,2,3,3,1,3
180,1,3,1,1,2,1,2
180,2,1,2,1,2,2,4
180,2,2,1,3,4,2,1
180,2,3,1,4,1,1,5
180,3,1,1,3,4,1,4
180,3,2,1,2,1,1,2
180,3,3,2,4,3,2,3
180,4,1,1,1,3,1,5
180,4,2,2,2,1,2,1
180,4,3,2,4,2,2,2
180,5,1,1,1,4,2,3
180,5,2,2,4,1,1,4
180,5,3,1,3,2,2,5
180,6,1,2,2,3,1,1
180,6,2,1,4,2,2,3
180,6,3,2,3,1,1,5
180,7,1,1,4,2,1,1
180,7,2,2,1,3,2,2
180,7,3,1,2,4,1,4
180,8,1,1,3,3,1,2
180,8,2,2,1,1,2,1
180,8,3,2,2,4,2,5
180,9,1,1,3,3,2,4
180,9,2,1,2,1,2,2
180,9,3,2,4,4,1,3
180,10,1,1,2,3,2,5
180,10,2,2,1,2,1,4
180,10,3,2,3,1,1,3
180,11,1,2,4,2,2,5
180,11,2,2,3,1,2,4
180,11,3,1,1,4,1,1
180,12,1,1,1,2,1,1
180,12,2,2,2,3,2,3
180,12,3,1,4,4,1,2
181,1,1,2,3,4,2,1
181,1,2,2,4,3,1,5
181,1,3,1,1,1,2,3
181,2,1,1,2,2,1,4
181,2,2,1,3,3,1,3
181,2,3,2,1,4,2,2
181,3,1,2,2,1,1,2
181,3,2,1,4,2,2,1
181,3,3,2,1,3,1,4
181,4,1,1,2,4,2,3
181,4,2,1,4,1,2,5
181,4,3,2,3,2,1,2
181,5,1,1,4,3,2,4
181,5,2,1,1,1,1,1
181,5,3,2,2,4,1,5
181,6,1,1,4,3,1,2
181,6,2,2,1,4,2,4
181,6,3,2,3,2,2,1
181,7,1,2,4,4,1,4
181,7,2,1,3,2,1,5
181,7,3,2,2,1,2,3
181,8,1,2,1,2,1,3
181,8,2,1,2,3,2,1
181,8,3,1,3,1,2,2
181,9,1,1,3,4,1,3
181,9,2,2,4,1,1,1
181,9,3,1,1,2,2,5
181,10,1,2,4,2,2,4
181,10,2,2,2,3,2,2
181,10,3,1,1,1,1,5
181,11,1,1,2,4,2,1
181,11,2,1,1,1,2,4
181,11,3,2,3,3,1,5
181,12,1,2,2,2,1,2
